point_id,latitude,longitude,orders_per_day,price_per_sqft,traffic_index,norm_demand,norm_price,norm_traffic,suitability_score
p320,12.950657,77.634456,4578,13518,0.6824,0.9828,0.6262,0.3586,0.7331
p321,12.951836,77.472991,552,8169,0.173,0.0928,0.8812,0.9723,0.5447
p322,12.951851,77.581691,2988,13232,0.2494,0.6313,0.6399,0.8802,0.6841
p323,12.951924,77.490494,948,7982,0.4058,0.1804,0.8902,0.6918,0.5311
p324,12.951959,77.594554,3276,17160,0.3211,0.6950,0.4526,0.7939,0.6299
p325,12.952135,77.483438,756,8081,0.2689,0.1379,0.8854,0.8567,0.5433
p326,12.954977,77.528852,1866,8439,0.568,0.3833,0.8684,0.4964,0.5757
p327,12.955014,77.732916,1344,12358,0.589,0.2679,0.6815,0.4711,0.4533
p328,12.955205,77.492279,978,7939,0.4967,0.1870,0.8922,0.5823,0.5129
p329,12.95527,77.626284,4176,14041,0.6086,0.8939,0.6013,0.4475,0.7022
p330,12.955319,77.707311,1698,8626,0.9022,0.3462,0.8595,0.0937,0.4753
p331,12.955449,77.714827,1770,11607,0.7303,0.3621,0.7173,0.3008,0.4742
p332,12.955815,77.605645,3582,17524,0.2348,0.7626,0.4352,0.8978,0.6751
p333,12.955908,77.682196,1644,12010,0.9272,0.3342,0.6981,0.0636,0.4075
p334,12.955993,77.54763,2250,9547,0.2139,0.4682,0.8155,0.9230,0.6807
p335,12.956159,77.635262,4656,13505,0.8306,1.0000,0.6268,0.1800,0.7054
p336,12.956353,77.747745,864,12036,0.6816,0.1618,0.6969,0.3595,0.3886
p337,12.956517,77.643082,4464,12850,0.8618,0.9576,0.6581,0.1424,0.6897
p338,12.956619,77.764468,624,11551,0.4428,0.1088,0.7200,0.6472,0.4304
p339,12.956778,77.612744,3678,16725,0.2927,0.7838,0.4733,0.8281,0.6840
p340,12.956912,77.515142,1548,7874,0.8719,0.3130,0.8953,0.1302,0.4803
p341,12.957026,77.58649,3204,17406,0.247,0.6790,0.4409,0.8831,0.6365
p342,12.957124,77.48348,732,8087,0.2959,0.1326,0.8851,0.8242,0.5343
p343,12.957388,77.662657,2496,11021,0.8861,0.5225,0.7453,0.1131,0.5186
p344,12.957416,77.505763,1320,7726,0.8664,0.2626,0.9024,0.1369,0.4614
p345,12.957567,77.499336,1164,7791,0.7343,0.2281,0.8993,0.2960,0.4766
p346,12.958052,77.474685,558,8199,0.1895,0.0942,0.8798,0.9524,0.5408
p347,12.958106,77.622078,3966,14656,0.5083,0.8475,0.5720,0.5683,0.6952
p348,12.958447,77.593786,3438,18506,0.2345,0.7308,0.3884,0.8982,0.6444
p349,12.95852,77.651203,3846,11946,0.8917,0.8210,0.7012,0.1064,0.6361
p350,12.958578,77.759986,702,11841,0.6171,0.1260,0.7062,0.4372,0.3913
p351,12.958682,77.571429,2844,13028,0.1949,0.5995,0.6496,0.9459,0.6863
p352,12.958991,77.693919,1536,13814,0.98,0.3103,0.6121,0.0000,0.3539
p353,12.959041,77.581809,3084,16379,0.2464,0.6525,0.4898,0.8839,0.6418
p354,12.959203,77.739237,1200,12396,0.7674,0.2361,0.6797,0.2561,0.3954
p355,12.959289,77.562578,2652,11582,0.1629,0.5570,0.7185,0.9845,0.6990
p356,12.959783,77.541726,2118,8899,0.2382,0.4390,0.8464,0.8937,0.6725
p357,12.959847,77.725675,1668,12810,0.7474,0.3395,0.6600,0.2802,0.4398
p358,12.960149,77.521526,1734,8419,0.6963,0.3541,0.8693,0.3418,0.5320
p359,12.960197,77.702238,1578,11270,0.98,0.3196,0.7334,0.0000,0.4005
p360,12.96034,77.676312,1794,11404,0.9151,0.3674,0.7270,0.0782,0.4354
p361,12.962966,77.557088,2520,10574,0.1596,0.5279,0.7666,0.9884,0.7035
p362,12.963246,77.725598,1704,12928,0.8383,0.3475,0.6544,0.1707,0.4195
p363,12.963819,77.757764,780,12222,0.8553,0.1432,0.6880,0.1502,0.3353
p364,12.963891,77.629544,4020,14206,0.7398,0.8594,0.5934,0.2894,0.6523
p365,12.963999,77.691807,1518,13019,0.98,0.3064,0.6500,0.0000,0.3654
p366,12.964019,77.731245,1614,12865,0.8675,0.3276,0.6574,0.1355,0.4046
p367,12.96403,77.714575,1668,13708,0.9156,0.3395,0.6172,0.0776,0.3843
p368,12.964276,77.601106,3846,18583,0.1896,0.8210,0.3847,0.9523,0.6945
p369,12.964323,77.654,3966,10625,0.87,0.8475,0.7641,0.1325,0.6753
p370,12.964438,77.546086,2250,8570,0.1823,0.4682,0.8621,0.9611,0.7046
p371,12.964456,77.643959,4542,13570,0.8743,0.9748,0.6237,0.1273,0.6824
p372,12.964491,77.74282,1212,12539,0.98,0.2387,0.6729,0.0000,0.3429
p373,12.964508,77.709896,1596,12666,0.9728,0.3236,0.6668,0.0087,0.3808
p374,12.964721,77.522033,1740,8626,0.6598,0.3554,0.8595,0.3858,0.5379
p375,12.964904,77.764832,672,11678,0.5974,0.1194,0.7139,0.4610,0.3958
p376,12.965084,77.6115,3834,17655,0.2579,0.8183,0.4290,0.8700,0.6924
p377,12.965175,77.63561,4320,14177,0.8492,0.9257,0.5948,0.1576,0.6563
p378,12.965306,77.686904,1560,12251,0.9229,0.3156,0.6866,0.0688,0.3961
p379,12.965406,77.594626,3636,24770,0.2143,0.7745,0.0898,0.9225,0.5645
p380,12.96547,77.538339,2082,8480,0.2593,0.4310,0.8664,0.8683,0.6709
p381,12.965487,77.485062,720,8041,0.3333,0.1300,0.8873,0.7792,0.5249
p382,12.96567,77.584917,3318,20806,0.2849,0.7042,0.2788,0.8375,0.5820
p383,12.965933,77.515591,1608,8334,0.8392,0.3263,0.8734,0.1696,0.4864
p384,12.966025,77.532728,1980,9337,0.3692,0.4085,0.8256,0.7359,0.6199
p385,12.966143,77.619503,3846,15313,0.4177,0.8210,0.5406,0.6775,0.6941
p386,12.966353,77.499343,1116,7825,0.7374,0.2175,0.8976,0.2923,0.4705
p387,12.96657,77.507063,1362,7772,0.8876,0.2719,0.9002,0.1113,0.4597
p388,12.966576,77.701768,1530,11819,0.98,0.3090,0.7072,0.0000,0.3866
p389,12.966847,77.667479,2670,11072,0.8098,0.5610,0.7428,0.2051,0.5535
p390,12.966921,77.488669,798,7983,0.4143,0.1472,0.8901,0.6816,0.5141
p391,12.967088,77.748185,1092,12488,0.98,0.2122,0.6753,0.0000,0.3319
p392,12.967773,77.562515,2694,11995,0.1679,0.5663,0.6988,0.9784,0.6951
p393,12.968124,77.662344,3384,10982,0.7804,0.7188,0.7471,0.2405,0.6331
p394,12.968193,77.582134,3258,19529,0.3005,0.6910,0.3396,0.8187,0.5936
p395,12.971303,77.629807,3792,15053,0.6096,0.8090,0.5530,0.4463,0.6469
p396,12.971404,77.67762,2016,11454,0.6764,0.4164,0.7246,0.3658,0.5142
p397,12.971705,77.596554,3816,26653,0.1983,0.8143,0.0000,0.9418,0.5548
p398,12.971778,77.691484,1518,11371,0.9121,0.3064,0.7286,0.0818,0.4092
p399,12.971829,77.73576,1644,13544,0.9536,0.3342,0.6250,0.0318,0.3755
p400,12.971959,77.650183,4452,12674,0.6794,0.9549,0.6665,0.3622,0.7354
p401,12.972141,77.756023,930,12292,0.98,0.1764,0.6847,0.0000,0.3190
p402,12.972192,77.581797,3372,19382,0.2969,0.7162,0.3467,0.8230,0.6082
p403,12.972501,77.572285,3024,15393,0.2337,0.6393,0.5368,0.8992,0.6554
p404,12.972626,77.775879,540,10430,0.2814,0.0902,0.7734,0.8417,0.4796
p405,12.97263,77.609843,3984,18216,0.2111,0.8515,0.4022,0.9264,0.7092
p406,12.972736,77.750817,1152,12462,0.98,0.2255,0.6766,0.0000,0.3383
p407,12.972835,77.546197,2316,7557,0.2076,0.4828,0.9104,0.9306,0.7220
p408,12.972905,77.602014,4086,19519,0.1791,0.8740,0.3401,0.9649,0.7053
p409,12.973036,77.767218,678,10922,0.5218,0.1207,0.7500,0.5520,0.4272
p410,12.973171,77.642072,4164,19297,0.6505,0.8912,0.3507,0.3970,0.6032
p411,12.973553,77.715559,1524,12920,0.857,0.3077,0.6547,0.1482,0.3973
p412,12.973678,77.524437,1794,9353,0.691,0.3674,0.8248,0.3482,0.5236
p413,12.97376,77.636846,3906,18535,0.6309,0.8342,0.3870,0.4206,0.5950
p414,12.973817,77.741246,1476,13257,0.98,0.2971,0.6387,0.0000,0.3572
p415,12.97402,77.533734,2004,8836,0.4204,0.4138,0.8494,0.6742,0.6184
p416,12.974573,77.663043,3786,10790,0.5827,0.8077,0.7563,0.4787,0.7239
p417,12.974632,77.552704,2478,9526,0.1815,0.5186,0.8165,0.9620,0.7116
p418,12.974973,77.724596,1602,13012,0.8392,0.3249,0.6503,0.1696,0.4078
p419,12.975042,77.686553,1662,11488,0.7467,0.3382,0.7230,0.2811,0.4615
p420,12.975247,77.512155,1452,8343,0.8985,0.2918,0.8729,0.0982,0.4565
p421,12.97542,77.497177,984,7830,0.5679,0.1883,0.8974,0.4965,0.4981
p422,12.975438,77.506377,1296,8094,0.8249,0.2573,0.8848,0.1869,0.4628
p423,12.975539,77.617316,3960,14890,0.2789,0.8462,0.5608,0.8447,0.7460
p424,12.975837,77.484199,624,7871,0.2576,0.1088,0.8954,0.8704,0.5364
p425,12.975962,77.5861,3576,20785,0.2599,0.7613,0.2798,0.8676,0.6140
p426,12.976631,77.702736,1476,11295,0.8614,0.2971,0.7322,0.1429,0.4185
p427,12.976718,77.66941,3294,10639,0.5165,0.6989,0.7635,0.5584,0.6934
p428,12.979564,77.675688,2742,11286,0.4359,0.5769,0.7326,0.6555,0.6471
p429,12.979567,77.614439,3978,15324,0.2139,0.8501,0.5401,0.9230,0.7562
p430,12.979763,77.734286,1590,13405,0.7386,0.3223,0.6316,0.2908,0.4243
p431,12.980217,77.479671,498,7823,0.193,0.0809,0.8977,0.9482,0.5403
p432,12.980349,77.620051,3996,14106,0.2604,0.8541,0.5982,0.8670,0.7671
p433,12.980519,77.499853,1026,7426,0.5898,0.1976,0.9167,0.4701,0.5038
p434,12.980672,77.666096,3948,10112,0.4292,0.8435,0.7886,0.6636,0.7883
p435,12.981195,77.741366,1500,11979,0.7343,0.3024,0.6996,0.2960,0.4401
p436,12.981242,77.604501,3972,18228,0.1652,0.8488,0.4017,0.9817,0.7189
p437,12.981442,77.764979,834,9899,0.4643,0.1552,0.7988,0.6213,0.4737
p438,12.981523,77.651758,4062,11992,0.388,0.8687,0.6990,0.7133,0.7782
p439,12.981917,77.569225,2910,14983,0.1814,0.6141,0.5564,0.9622,0.6635
p440,12.981986,77.523192,1758,7884,0.8093,0.3594,0.8948,0.2057,0.5161
p441,12.982132,77.544743,2316,9184,0.3175,0.4828,0.8328,0.7982,0.6684
p442,12.982149,77.707775,1458,12507,0.6941,0.2931,0.6744,0.3445,0.4368
p443,12.98218,77.699339,1506,11159,0.8983,0.3037,0.7387,0.0984,0.4149
p444,12.982329,77.646885,3654,14053,0.3663,0.7785,0.6007,0.7394,0.7085
p445,12.982711,77.715479,1452,14057,0.594,0.2918,0.6005,0.4651,0.4345
p446,12.982783,77.473614,384,7944,0.1623,0.0557,0.8920,0.9852,0.5343
p447,12.982799,77.536891,2112,9179,0.4827,0.4377,0.8331,0.5992,0.6084
p448,12.982895,77.587846,3480,20609,0.1952,0.7401,0.2882,0.9455,0.6230
p449,12.982898,77.506921,1236,7340,0.7701,0.2440,0.9208,0.2529,0.4827
p450,12.982937,77.751871,1308,9734,0.69,0.2599,0.8066,0.3494,0.4692
p451,12.983141,77.594416,3702,20948,0.1723,0.7891,0.2720,0.9731,0.6449
p452,12.983182,77.662435,4152,10015,0.3867,0.8886,0.7932,0.7148,0.8205
p453,12.983413,77.724919,1446,13413,0.5843,0.2905,0.6312,0.4767,0.4470
p454,12.983707,77.633809,3528,14023,0.3258,0.7507,0.6021,0.7882,0.7062
p455,12.983901,77.553201,2544,13020,0.233,0.5332,0.6500,0.9000,0.6474
p456,12.984023,77.492065,750,7136,0.3418,0.1366,0.9305,0.7689,0.5409
p457,12.984118,77.561711,2730,13563,0.1837,0.5743,0.6241,0.9594,0.6687
p458,12.98421,77.625818,3708,13992,0.2639,0.7905,0.6036,0.8628,0.7395
p459,12.984521,77.687512,1926,13509,0.789,0.3966,0.6267,0.2301,0.4438
p460,12.98733,77.718873,1422,15160,0.4523,0.2851,0.5479,0.6358,0.4473
p461,12.987499,77.733726,1392,11877,0.4648,0.2785,0.7045,0.6207,0.4960
p462,12.987582,77.678336,3168,13082,0.705,0.6711,0.6470,0.3313,0.5947
p463,12.988142,77.576979,3192,15473,0.1743,0.6764,0.5330,0.9707,0.6851
p464,12.988245,77.638147,3294,12817,0.2519,0.6989,0.6596,0.8772,0.7208
p465,12.988517,77.747151,1350,9511,0.4622,0.2692,0.8173,0.6239,0.5320
p466,12.988586,77.605664,3756,14855,0.1562,0.8011,0.5625,0.9925,0.7559
p467,12.988706,77.501218,960,6314,0.5354,0.1830,0.9697,0.5357,0.5289
p468,12.98883,77.563704,2712,14194,0.1957,0.5703,0.5940,0.9449,0.6535
p469,12.988968,77.537523,2052,12825,0.6023,0.4244,0.6593,0.4551,0.5127
p470,12.988968,77.661909,3978,10035,0.5866,0.8501,0.7923,0.4740,0.7547
p471,12.989238,77.686698,2322,14880,0.8276,0.4841,0.5613,0.1836,0.4510
p472,12.989282,77.58565,3384,20377,0.1691,0.7188,0.2992,0.9770,0.6236
p473,12.989346,77.596266,3600,21084,0.1573,0.7666,0.2655,0.9912,0.6361
p474,12.989434,77.724293,1344,14428,0.3961,0.2679,0.5828,0.7035,0.4652
p475,12.989627,77.695086,1734,13192,0.9452,0.3541,0.6418,0.0419,0.3924
p476,12.989792,77.766439,942,9491,0.2788,0.1790,0.8182,0.8448,0.5359
p477,12.990127,77.772424,732,9205,0.2164,0.1326,0.8318,0.9200,0.5348
p478,12.990419,77.573915,2994,15101,0.1746,0.6326,0.5508,0.9704,0.6715
p479,12.990533,77.66631,3984,10101,0.7365,0.8515,0.7891,0.2934,0.7180
p480,12.990966,77.70978,1446,14850,0.6188,0.2905,0.5627,0.4352,0.4147
p481,12.991175,77.644832,3072,11572,0.3597,0.6499,0.7190,0.7473,0.6936
p482,12.991368,77.629861,3468,11772,0.2155,0.7374,0.7095,0.9211,0.7644
p483,12.991381,77.474915,354,7725,0.1583,0.0491,0.9024,0.9900,0.5359
p484,12.991383,77.517538,1410,7588,0.8869,0.2825,0.9089,0.1122,0.4677
p485,12.991607,77.492916,678,6528,0.3008,0.1207,0.9595,0.8183,0.5538
p486,12.991925,77.556376,2478,13914,0.2834,0.5186,0.6073,0.8393,0.6138
p487,12.992117,77.544488,2148,12682,0.5039,0.4456,0.6661,0.5736,0.5484
p488,12.992197,77.69955,1644,11842,0.9253,0.3342,0.7061,0.0659,0.4107
p489,12.992411,77.65304,3276,10485,0.5157,0.6950,0.7708,0.5594,0.6944
p490,12.992898,77.529876,1764,9583,0.8438,0.3607,0.8138,0.1641,0.4800
p491,12.995443,77.637399,2964,11010,0.3547,0.6260,0.7458,0.7534,0.6934
p492,12.995469,77.693471,2142,13154,0.98,0.4443,0.6436,0.0000,0.4252
p493,12.995473,77.759883,1182,9550,0.2491,0.2321,0.8154,0.8806,0.5660
p494,12.995494,77.65085,2976,10266,0.568,0.6286,0.7813,0.4964,0.6556
p495,12.995619,77.589504,3378,19845,0.1676,0.7175,0.3246,0.9788,0.6322
p496,12.995666,77.726277,1248,13475,0.2623,0.2467,0.6283,0.8647,0.5038
p497,12.995996,77.644117,2712,10522,0.4749,0.5703,0.7691,0.6086,0.6475
p498,12.996002,77.609474,3480,10831,0.1568,0.7401,0.7543,0.9918,0.7954
p499,12.996104,77.48033,396,7353,0.1666,0.0584,0.9201,0.9800,0.5443
p500,12.996166,77.686027,2988,14611,0.98,0.6313,0.5741,0.0000,0.4850
p501,12.996331,77.707975,1434,13081,0.6838,0.2878,0.6471,0.3569,0.4274
p502,12.996497,77.595085,3360,17807,0.1649,0.7135,0.4217,0.9820,0.6651
p503,12.996761,77.512371,1128,6327,0.7239,0.2202,0.9691,0.3086,0.5000
p504,12.996903,77.743596,1158,8979,0.2516,0.2268,0.8426,0.8776,0.5725
p505,12.997093,77.566165,2664,15448,0.2566,0.5597,0.5342,0.8716,0.6131
p506,12.99734,77.546184,2112,11852,0.5816,0.4377,0.7056,0.4800,0.5399
p507,12.997872,77.577592,2838,15988,0.2053,0.5981,0.5085,0.9334,0.6338
p508,12.998104,77.678104,3648,11558,0.98,0.7772,0.7197,0.0000,0.6016
p509,12.998332,77.667332,3762,9742,0.98,0.8024,0.8062,0.0000,0.6433
p510,12.998415,77.658921,3216,9756,0.8459,0.6817,0.8056,0.1616,0.6210
p511,12.998536,77.490431,558,6599,0.226,0.0942,0.9561,0.9084,0.5587
p512,12.998732,77.552602,2214,12666,0.4708,0.4602,0.6668,0.6135,0.5632
p513,12.999063,77.496877,672,6238,0.3175,0.1194,0.9733,0.7982,0.5540
p514,12.999108,77.751765,1128,7977,0.2232,0.2202,0.8904,0.9118,0.5931
p515,12.999127,77.698512,1932,8804,0.9717,0.3979,0.8510,0.0100,0.4789
p516,12.999174,77.538666,1842,10227,0.7968,0.3780,0.7831,0.2207,0.4883
p517,12.999661,77.6059,3270,14636,0.1676,0.6936,0.5729,0.9788,0.7084
p518,12.999769,77.521899,1320,7870,0.8596,0.2626,0.8955,0.1451,0.4606
p519,12.99984,77.717969,1284,14017,0.3511,0.2546,0.6024,0.7577,0.4770
p520,13.000291,77.630015,3090,10934,0.2966,0.6538,0.7494,0.8234,0.7212
p521,13.000605,77.528673,1518,8864,0.9144,0.3064,0.8481,0.0790,0.4505
p522,13.000745,77.62252,3180,11003,0.2093,0.6737,0.7461,0.9286,0.7500
p523,13.00407,77.739813,990,8413,0.1796,0.1897,0.8696,0.9643,0.5826
p524,13.004136,77.683866,3474,8812,0.98,0.7387,0.8506,0.0000,0.6301
p525,13.004288,77.663055,2994,8829,0.98,0.6326,0.8498,0.0000,0.5821
p526,13.004325,77.557552,2160,12121,0.5286,0.4483,0.6928,0.5439,0.5530
p527,13.004331,77.598468,3018,14814,0.2042,0.6379,0.5644,0.9347,0.6716
p528,13.004755,77.586228,2820,22165,0.2446,0.5942,0.2140,0.8860,0.5195
p529,13.004978,77.75818,996,7612,0.1719,0.1910,0.9078,0.9736,0.5984
p530,13.005017,77.735083,1014,9123,0.1741,0.1950,0.8358,0.9710,0.5744
p531,13.005217,77.637463,2598,9143,0.5341,0.5451,0.8348,0.5372,0.6449
p532,13.005632,77.574112,2538,17935,0.363,0.5318,0.4156,0.7434,0.5335
p533,13.005813,77.708697,1494,8265,0.5361,0.3011,0.8767,0.5348,0.5493
p534,13.005977,77.719759,1134,9316,0.2747,0.2215,0.8266,0.8498,0.5589
p535,13.006435,77.642332,2346,8803,0.6923,0.4894,0.8510,0.3466,0.5874
p536,13.006467,77.481456,354,7451,0.185,0.0491,0.9155,0.9578,0.5341
p537,13.006539,77.610337,2826,11912,0.1983,0.5955,0.7028,0.9418,0.7023
p538,13.006612,77.545954,1800,9366,0.8208,0.3687,0.8242,0.1918,0.4927
p539,13.006625,77.679344,3540,7010,0.98,0.7533,0.9365,0.0000,0.6668
p540,13.006938,77.580312,2622,24012,0.3278,0.5504,0.1259,0.7858,0.4489
p541,13.00701,77.505204,732,6357,0.3523,0.1326,0.9676,0.7563,0.5496
p542,13.00719,77.561063,2124,13638,0.5619,0.4403,0.6205,0.5037,0.5161
p543,13.007362,77.773202,798,7323,0.154,0.1472,0.9216,0.9952,0.5878
p544,13.007788,77.750335,906,7526,0.1649,0.1711,0.9119,0.9820,0.5926
p545,13.007805,77.703255,1992,7757,0.6433,0.4111,0.9009,0.4057,0.5815
p546,13.008002,77.630256,2574,9788,0.3946,0.5398,0.8041,0.7053,0.6654
p547,13.008447,77.533214,1422,7851,0.9544,0.2851,0.8964,0.0308,0.4482
p548,13.008453,77.694288,3018,7753,0.8457,0.6379,0.9011,0.1618,0.6348
p549,13.008535,77.727857,1050,8894,0.1821,0.2029,0.8467,0.9613,0.5799
p550,13.008623,77.602932,2766,13500,0.2452,0.5822,0.6271,0.8853,0.6585
p551,13.008665,77.667665,2814,7652,0.98,0.5928,0.9059,0.0000,0.5838
p552,13.009012,77.514807,906,6123,0.5322,0.1711,0.9788,0.5395,0.5275
p553,13.01165,77.489195,426,7213,0.2713,0.0650,0.9268,0.8539,0.5244
p554,13.011748,77.4839,342,7568,0.2421,0.0464,0.9099,0.8890,0.5172
p555,13.011805,77.606711,2562,12031,0.2799,0.5371,0.6971,0.8435,0.6544
p556,13.011845,77.635116,2352,8443,0.5826,0.4907,0.8682,0.4788,0.6204
p557,13.011874,77.668796,2610,7208,0.8963,0.5477,0.9271,0.1008,0.5911
p558,13.01194,77.517222,900,5781,0.5602,0.1698,0.9951,0.5058,0.5258
p559,13.012207,77.69458,3138,7764,0.6829,0.6645,0.9005,0.3580,0.6858
p560,13.012332,77.70871,1746,6480,0.3875,0.3568,0.9618,0.7139,0.6399
p561,13.012371,77.67867,3132,6611,0.8233,0.6631,0.9555,0.1888,0.6706
p562,13.013339,77.564032,2040,13108,0.7169,0.4218,0.6458,0.3170,0.4792
p563,13.013822,77.643292,2112,8440,0.823,0.4377,0.8683,0.1892,0.5387
p564,13.013907,77.499974,552,6679,0.4099,0.0928,0.9523,0.6869,0.5124
p565,13.01396,77.661241,2112,8272,0.875,0.4377,0.8763,0.1265,0.5290
p566,13.014126,77.597654,2502,9706,0.3856,0.5239,0.8080,0.7161,0.6618
p567,13.014126,77.686162,3222,7050,0.7081,0.6830,0.9346,0.3276,0.7000
p568,13.014159,77.537664,1314,7898,0.98,0.2613,0.8942,0.0000,0.4305
p569,13.014343,77.530007,1128,7163,0.8875,0.2202,0.9292,0.1114,0.4466
p570,13.014506,77.611408,2376,11116,0.3028,0.4960,0.7407,0.8159,0.6456
p571,13.014543,77.581731,2370,18832,0.5082,0.4947,0.3729,0.5684,0.4668
p572,13.014912,77.726606,930,7294,0.1721,0.1764,0.9230,0.9734,0.5971
p573,13.015733,77.620427,2226,10031,0.3138,0.4629,0.7925,0.8027,0.6462
p574,13.015734,77.554622,1704,11035,0.98,0.3475,0.7446,0.0000,0.4170
p575,13.015775,77.572032,2154,14650,0.7008,0.4469,0.5723,0.3364,0.4687
p576,13.016027,77.587817,2316,10956,0.4984,0.4828,0.7484,0.5802,0.5952
p577,13.016883,77.702212,2658,7089,0.376,0.5584,0.9327,0.7277,0.7233
p578,13.017154,77.524982,942,5837,0.8167,0.1790,0.9924,0.1967,0.4673
p579,13.017168,77.508162,612,6082,0.6092,0.1061,0.9807,0.4467,0.4804
p580,13.020411,77.521215,786,5678,0.886,0.1446,1.0000,0.1133,0.4377
p581,13.020516,77.484491,324,8368,0.4182,0.0424,0.8718,0.6769,0.4596
p582,13.021325,77.715228,1578,6035,0.1944,0.3196,0.9830,0.9465,0.6772
p583,13.021362,77.692255,3060,7637,0.3659,0.6472,0.9066,0.7399,0.7565
p584,13.021991,77.569115,1884,11039,0.9306,0.3873,0.7444,0.0595,0.4467
p585,13.022029,77.642576,1836,8030,0.8858,0.3767,0.8879,0.1135,0.5029
p586,13.022044,77.49752,432,7243,0.6185,0.0663,0.9254,0.4355,0.4408
p587,13.022088,77.709486,2196,6084,0.2174,0.4562,0.9806,0.9188,0.7323
p588,13.022266,77.541115,1092,9496,0.98,0.2122,0.8180,0.0000,0.3818
p589,13.022747,77.544398,1182,10488,0.98,0.2321,0.7707,0.0000,0.3742
p590,13.022768,77.588379,2112,8860,0.7666,0.4377,0.8483,0.2571,0.5453
p591,13.022826,77.597644,2118,8470,0.7546,0.4390,0.8669,0.2716,0.5553
p592,13.023004,77.563262,1662,10874,0.98,0.3382,0.7523,0.0000,0.4155
p593,13.023068,77.578153,2046,11391,0.816,0.4231,0.7276,0.1976,0.4846
p594,13.023195,77.5296,864,6702,0.98,0.1618,0.9512,0.0000,0.4057
p595,13.023217,77.512632,606,6091,0.8442,0.1048,0.9803,0.1636,0.4230
p596,13.023369,77.609373,2040,10585,0.6081,0.4218,0.7661,0.4481,0.5475
p597,13.023476,77.65313,1782,7725,0.8096,0.3647,0.9024,0.2053,0.5210
p598,13.023586,77.661138,1692,7339,0.6033,0.3448,0.9208,0.4539,0.5682
p599,13.023603,77.724121,1026,6608,0.1603,0.1976,0.9557,0.9876,0.6209
p600,13.024023,77.506395,510,6376,0.7849,0.0836,0.9667,0.2351,0.4230
p601,13.024129,77.666871,1692,7487,0.5069,0.3448,0.9138,0.5700,0.5890
p602,13.024417,77.627057,1818,9230,0.6376,0.3727,0.8307,0.4125,0.5409
p603,13.024506,77.621047,1908,9255,0.5613,0.3926,0.8295,0.5045,0.5679
p604,13.02467,77.553814,1326,12030,0.98,0.2639,0.6972,0.0000,0.3628
p605,13.024884,77.633743,1764,8837,0.7698,0.3607,0.8494,0.2533,0.5103
p606,13.024946,77.682593,2274,7308,0.3417,0.4735,0.9223,0.7690,0.6897
p607,13.027901,77.507411,474,6449,0.8723,0.0756,0.9632,0.1298,0.3971
p608,13.02793,77.593961,1950,10505,0.98,0.4019,0.7699,0.0000,0.4503
p609,13.027942,77.711942,2214,6317,0.1707,0.4602,0.9695,0.9751,0.7414
p610,13.029362,77.556945,1272,9906,0.98,0.2520,0.7984,0.0000,0.3928
p611,13.02951,77.563438,1446,9331,0.98,0.2905,0.8258,0.0000,0.4197
p612,13.029602,77.5687,1608,10502,0.98,0.3263,0.7700,0.0000,0.4163
p613,13.029639,77.602981,1902,13172,0.98,0.3912,0.6427,0.0000,0.4010
p614,13.029665,77.64601,1554,9579,0.8665,0.3143,0.8140,0.1367,0.4537
p615,13.030112,77.653875,1554,7360,0.6908,0.3143,0.9198,0.3484,0.5331
p616,13.030113,77.530058,696,7009,0.98,0.1247,0.9365,0.0000,0.3839
p617,13.030495,77.628921,1626,9392,0.8521,0.3302,0.8229,0.1541,0.4675
p618,13.030943,77.53988,828,9038,0.98,0.1538,0.8398,0.0000,0.3632
p619,13.031002,77.724774,1278,7084,0.1525,0.2533,0.9330,0.9970,0.6399
p620,13.03122,77.491683,312,9862,0.8097,0.0398,0.8005,0.2052,0.3391
p621,13.031317,77.719241,1734,6728,0.1551,0.3541,0.9499,0.9939,0.6906
p622,13.031578,77.61436,1776,10140,0.8909,0.3634,0.7873,0.1073,0.4605
p623,13.031654,77.578701,1860,10709,0.9719,0.3820,0.7601,0.0098,0.4399
p624,13.031872,77.588358,1968,12650,0.98,0.4058,0.6676,0.0000,0.4163
p625,13.031876,77.667654,1398,7540,0.3187,0.2798,0.9112,0.7967,0.6042
p626,13.032285,77.620926,1740,9411,0.8663,0.3554,0.8220,0.1370,0.4751
p627,13.032299,77.525729,594,6523,0.9199,0.1021,0.9597,0.0724,0.3963
p628,13.0325,77.659462,1452,7281,0.4953,0.2918,0.9236,0.5840,0.5713
p629,13.032823,77.63651,1500,10149,0.9121,0.3024,0.7868,0.0818,0.4278
p630,13.033317,77.495774,336,9745,0.8768,0.0451,0.8061,0.1243,0.3273
p631,13.035888,77.541551,726,8611,0.8747,0.1313,0.8602,0.1269,0.3855
p632,13.036127,77.563517,1212,9139,0.98,0.2387,0.8350,0.0000,0.3997
p633,13.036532,77.610012,1728,11826,0.98,0.3528,0.7069,0.0000,0.4062
p634,13.036677,77.500708,348,9262,0.8953,0.0477,0.8291,0.1020,0.3321
p635,13.036957,77.594534,1836,15799,0.98,0.3767,0.5175,0.0000,0.3506
p636,13.037036,77.635451,1398,10049,0.9222,0.2798,0.7916,0.0696,0.4169
p637,13.037253,77.658169,1278,7662,0.4525,0.2533,0.9054,0.6355,0.5580
p638,13.037417,77.617352,1686,11109,0.98,0.3435,0.7411,0.0000,0.4140
