point_id,latitude,longitude,traffic_index,corridor_field,hotspot_bonus,nearest_hotspot,nearest_hotspot_km
p340,12.956912,77.515142,0.8719,0.9625,0.0,Gokaldas Images Junction,7.16
p341,12.957026,77.58649,0.247,0.0536,0.0568,Hudson Circle,1.515
p342,12.957124,77.48348,0.2959,0.1946,0.0,Gokaldas Images Junction,8.591
p343,12.957388,77.662657,0.8861,0.9808,0.0005,Sarjapur / Iblur Signal,3.512
p344,12.957416,77.505763,0.8664,0.9552,0.0,Gokaldas Images Junction,7.403
p345,12.957567,77.499336,0.7343,0.779,0.0,Gokaldas Images Junction,7.663
p346,12.958052,77.474685,0.1895,0.0526,0.0,Gokaldas Images Junction,9.106
p347,12.958106,77.622078,0.5083,0.4739,0.0029,Dairy Circle,2.813
p348,12.958447,77.593786,0.2345,0.0479,0.0486,Hudson Circle,1.807
p349,12.95852,77.651203,0.8917,0.9888,0.0001,Sarjapur / Iblur Signal,3.921
p350,12.958578,77.759986,0.6171,0.5472,0.0567,Whitefield / Big Bazaar,1.647
p351,12.958682,77.571429,0.1949,0.0124,0.0356,Hudson Circle,1.697
p352,12.958991,77.693919,0.98,0.9999,0.2048,Marathahalli Junction,0.378
p353,12.959041,77.581809,0.2464,0.0295,0.0743,Hudson Circle,1.212
p354,12.959203,77.739237,0.7674,0.7485,0.056,Whitefield / Big Bazaar,1.654
p355,12.959289,77.562578,0.1629,0.0064,0.0081,Hudson Circle,2.417
p356,12.959783,77.541726,0.2382,0.1176,0.0,Hudson Circle,4.513
p357,12.959847,77.725675,0.7474,0.7889,0.0057,Whitefield / Big Bazaar,2.859
p358,12.960149,77.521526,0.6963,0.7284,0.0,Hudson Circle,6.65
p359,12.960197,77.702238,0.98,0.9967,0.1903,Marathahalli Junction,0.539
p360,12.96034,77.676312,0.9151,0.9988,0.016,Marathahalli Junction,2.292
p361,12.962966,77.557088,0.1596,0.009,0.0029,Hudson Circle,2.812
p362,12.963246,77.725598,0.8383,0.9085,0.0069,Whitefield / Big Bazaar,2.744
p363,12.963819,77.757764,0.8553,0.7751,0.124,Whitefield / Big Bazaar,1.071
p364,12.963891,77.629544,0.7398,0.7863,0.0001,Dairy Circle,3.845
p365,12.963999,77.691807,0.98,0.9406,0.1581,Marathahalli Junction,0.813
p366,12.964019,77.731245,0.8675,0.9262,0.0229,Whitefield / Big Bazaar,2.133
p367,12.96403,77.714575,0.9156,0.9761,0.0335,Marathahalli Junction,1.941
p368,12.964276,77.601106,0.1896,0.0242,0.0215,Hudson Circle,2.167
p369,12.964323,77.654,0.87,0.9598,0.0001,Tin Factory Junction,3.892
p370,12.964438,77.546086,0.1823,0.0429,0.0001,Hudson Circle,3.944
p371,12.964456,77.643959,0.8743,0.9658,0.0,Tin Factory Junction,4.428
p372,12.964491,77.74282,0.98,0.931,0.1367,Whitefield / Big Bazaar,0.975
p373,12.964508,77.709896,0.9728,0.9992,0.0734,Marathahalli Junction,1.482
p374,12.964721,77.522033,0.6598,0.6797,0.0,Gokaldas Images Junction,6.173
p375,12.964904,77.764832,0.5974,0.5271,0.0521,Whitefield / Big Bazaar,1.698
p376,12.965084,77.6115,0.2579,0.1384,0.0042,Dairy Circle,2.753
p377,12.965175,77.63561,0.8492,0.9323,0.0,Dairy Circle,4.456
p378,12.965306,77.686904,0.9229,0.9091,0.091,Marathahalli Junction,1.329
p379,12.965406,77.594626,0.2143,0.0118,0.0554,Hudson Circle,1.461
p380,12.96547,77.538339,0.2593,0.1458,0.0,Hudson Circle,4.763
p381,12.965487,77.485062,0.3333,0.2444,0.0,Gokaldas Images Junction,7.752
p382,12.96567,77.584917,0.2849,0.0091,0.1281,Hudson Circle,0.574
p383,12.965933,77.515591,0.8392,0.9189,0.0,Gokaldas Images Junction,6.179
p384,12.966025,77.532728,0.3692,0.2923,0.0,Hudson Circle,5.363
p385,12.966143,77.619503,0.4177,0.356,0.0007,Dairy Circle,3.276
p386,12.966353,77.499343,0.7374,0.7832,0.0,Gokaldas Images Junction,6.801
p387,12.96657,77.507063,0.8876,0.9835,0.0,Gokaldas Images Junction,6.411
p388,12.966576,77.701768,0.98,0.9449,0.1397,Marathahalli Junction,0.953
p389,12.966847,77.667479,0.8098,0.8774,0.0018,Tin Factory Junction,3.291
p390,12.966921,77.488669,0.4143,0.3524,0.0,Gokaldas Images Junction,7.386
p391,12.967088,77.748185,0.98,0.9809,0.2063,Whitefield / Big Bazaar,0.359
p392,12.967773,77.562515,0.1679,0.0031,0.0156,Hudson Circle,2.128
p393,12.968124,77.662344,0.7804,0.8388,0.0014,Tin Factory Junction,3.214
p394,12.968193,77.582134,0.3005,0.0044,0.1472,Hudson Circle,0.2
p395,12.971303,77.629807,0.6096,0.6128,0.0,Dairy Circle,4.427
p396,12.971404,77.67762,0.6764,0.6865,0.0115,Marathahalli Junction,2.541
p397,12.971705,77.596554,0.1983,0.0071,0.0429,Hudson Circle,1.59
p398,12.971778,77.691484,0.9121,0.9261,0.0675,Marathahalli Junction,1.542
p399,12.971829,77.73576,0.9536,0.9847,0.0651,Whitefield / Big Bazaar,1.561
p400,12.971959,77.650183,0.6794,0.7048,0.0008,Tin Factory Junction,3.359
p401,12.972141,77.756023,0.98,0.8961,0.1719,Whitefield / Big Bazaar,0.703
p402,12.972192,77.581797,0.2969,0.0016,0.1457,Hudson Circle,0.243
p403,12.972501,77.572285,0.2337,0.0011,0.0829,Hudson Circle,1.09
p404,12.972626,77.775879,0.2814,0.1698,0.0041,Whitefield / Big Bazaar,2.825
p405,12.97263,77.609843,0.2111,0.079,0.0018,Hudson Circle,3.034
p406,12.972736,77.750817,0.98,0.9751,0.2079,Whitefield / Big Bazaar,0.337
p407,12.972835,77.546197,0.2076,0.0767,0.0001,Hudson Circle,3.896
p408,12.972905,77.602014,0.1791,0.0203,0.0139,Hudson Circle,2.195
p409,12.973036,77.767218,0.5218,0.4477,0.0361,Whitefield / Big Bazaar,1.902
p410,12.973171,77.642072,0.6505,0.6671,0.0001,Tin Factory Junction,3.848
p411,12.973553,77.715559,0.857,0.9307,0.009,Marathahalli Junction,2.537
p412,12.973678,77.524437,0.691,0.7213,0.0,Gokaldas Images Junction,5.157
p413,12.97376,77.636846,0.6309,0.6412,0.0,Tin Factory Junction,4.245
p414,12.973817,77.741246,0.98,0.9524,0.127,Whitefield / Big Bazaar,1.048
p415,12.97402,77.533734,0.4204,0.3605,0.0,Gokaldas Images Junction,5.1
p416,12.974573,77.663043,0.5827,0.5641,0.0097,Tin Factory Junction,2.501
p417,12.974632,77.552704,0.1815,0.0408,0.0008,Hudson Circle,3.219
p418,12.974973,77.724596,0.8392,0.9125,0.0048,Whitefield / Big Bazaar,2.815
p419,12.975042,77.686553,0.7467,0.7611,0.0259,Marathahalli Junction,2.119
p420,12.975247,77.512155,0.8985,0.998,0.0,Gokaldas Images Junction,5.314
p421,12.97542,77.497177,0.5679,0.5572,0.0,Gokaldas Images Junction,6.081
p422,12.975438,77.506377,0.8249,0.8998,0.0,Gokaldas Images Junction,5.554
p423,12.975539,77.617316,0.2789,0.1717,0.0001,Hudson Circle,3.88
p424,12.975837,77.484199,0.2576,0.1435,0.0,Gokaldas Images Junction,6.966
p425,12.975962,77.5861,0.2599,0.0007,0.1094,Hudson Circle,0.795
p426,12.976631,77.702736,0.8614,0.9097,0.0291,Marathahalli Junction,2.023
p427,12.976718,77.66941,0.5165,0.462,0.02,Tin Factory Junction,2.202
p428,12.979564,77.675688,0.4359,0.342,0.0294,Tin Factory Junction,2.047
p429,12.979567,77.614439,0.2139,0.0849,0.0002,Hudson Circle,3.674
p430,12.979763,77.734286,0.7386,0.7474,0.0281,Whitefield / Big Bazaar,2.03
p431,12.980217,77.479671,0.193,0.0574,0.0,Gokaldas Images Junction,7.011
p432,12.980349,77.620051,0.2604,0.1472,0.0,Hudson Circle,4.283
p433,12.980519,77.499853,0.5898,0.5864,0.0,Gokaldas Images Junction,5.455
p434,12.980672,77.666096,0.4292,0.3114,0.0456,Tin Factory Junction,1.777
p435,12.981195,77.741366,0.7343,0.6935,0.0642,Whitefield / Big Bazaar,1.57
p436,12.981242,77.604501,0.1652,0.0156,0.0035,Hudson Circle,2.739
p437,12.981442,77.764979,0.4643,0.3848,0.0257,Whitefield / Big Bazaar,2.073
p438,12.981523,77.651758,0.388,0.3028,0.011,Tin Factory Junction,2.449
p439,12.981917,77.569225,0.1814,0.0092,0.0245,Hudson Circle,1.912
p440,12.981986,77.523192,0.8093,0.879,0.0,Gokaldas Images Junction,4.268
p441,12.982132,77.544743,0.3175,0.2233,0.0,MES Railway Gate,4.244
p442,12.982149,77.707775,0.6941,0.7176,0.006,Marathahalli Junction,2.786
p443,12.98218,77.699339,0.8983,0.9792,0.014,Marathahalli Junction,2.561
p444,12.982329,77.646885,0.3663,0.2827,0.0043,Tin Factory Junction,2.808
p445,12.982711,77.715479,0.594,0.5901,0.0014,Marathahalli Junction,3.265
p446,12.982783,77.473614,0.1623,0.0164,0.0,Gokaldas Images Junction,7.372
p447,12.982799,77.536891,0.4827,0.4436,0.0,Gokaldas Images Junction,4.181
p448,12.982895,77.587846,0.1952,0.001,0.0445,Hudson Circle,1.561
p449,12.982898,77.506921,0.7701,0.8267,0.0,Gokaldas Images Junction,4.806
p450,12.982937,77.751871,0.69,0.62,0.075,Whitefield / Big Bazaar,1.467
p451,12.983141,77.594416,0.1723,0.0016,0.0211,Hudson Circle,1.981
p452,12.983182,77.662435,0.3867,0.2357,0.0599,Tin Factory Junction,1.614
p453,12.983413,77.724919,0.5843,0.5766,0.0018,Whitefield / Big Bazaar,3.109
p454,12.983707,77.633809,0.3258,0.2343,0.0001,Tin Factory Junction,4.004
p455,12.983901,77.553201,0.233,0.1099,0.0006,Hudson Circle,3.482
p456,12.984023,77.492065,0.3418,0.2558,0.0,Gokaldas Images Junction,5.724
p457,12.984118,77.561711,0.1837,0.0387,0.0047,Hudson Circle,2.698
p458,12.98421,77.625818,0.2639,0.1518,0.0,Tin Factory Junction,4.808
p459,12.984521,77.687512,0.789,0.8133,0.029,KR Puram,2.28
p460,12.98733,77.718873,0.4523,0.4025,0.0005,KR Puram,3.692
p461,12.987499,77.733726,0.4648,0.4106,0.0068,Whitefield / Big Bazaar,2.636
p462,12.987582,77.678336,0.705,0.6205,0.0896,Tin Factory Junction,1.476
p463,12.988142,77.576979,0.1743,0.0064,0.0194,Hudson Circle,2.079
p464,12.988245,77.638147,0.2519,0.135,0.0007,Tin Factory Junction,3.399
p465,12.988517,77.747151,0.4622,0.3835,0.0246,Whitefield / Big Bazaar,2.093
p466,12.988586,77.605664,0.1562,0.0074,0.0007,Hudson Circle,3.288
p467,12.988706,77.501218,0.5354,0.5139,0.0,Gokaldas Images Junction,4.661
p468,12.98883,77.563704,0.1957,0.0526,0.0063,MES Railway Gate,2.713
p469,12.988968,77.537523,0.6023,0.6025,0.0003,Gokaldas Images Junction,3.527
p470,12.988968,77.661909,0.5866,0.42,0.1216,Tin Factory Junction,1.092
p471,12.989238,77.686698,0.8276,0.8139,0.0672,KR Puram,1.779
p472,12.989282,77.58565,0.1691,0.0054,0.0151,Hudson Circle,2.169
p473,12.989346,77.596266,0.1573,0.0035,0.0046,Hudson Circle,2.64
p474,12.989434,77.724293,0.3961,0.3275,0.0005,Whitefield / Big Bazaar,3.534
p475,12.989627,77.695086,0.9452,0.9967,0.0477,KR Puram,1.787
p476,12.989792,77.766439,0.2788,0.1665,0.0039,Whitefield / Big Bazaar,2.84
p477,12.990127,77.772424,0.2164,0.0874,0.0009,Whitefield / Big Bazaar,3.312
p478,12.990419,77.573915,0.1746,0.0149,0.0134,Hudson Circle,2.422
p479,12.990533,77.66631,0.7365,0.5502,0.1739,Tin Factory Junction,0.705
p480,12.990966,77.70978,0.6188,0.616,0.0068,KR Puram,2.648
p481,12.991175,77.644832,0.3597,0.27,0.0072,Tin Factory Junction,2.615
p482,12.991368,77.629861,0.2155,0.0873,0.0,Tin Factory Junction,4.21
p483,12.991381,77.474915,0.1583,0.011,0.0,Gokaldas Images Junction,6.762
p484,12.991383,77.517538,0.8869,0.982,0.0004,Gokaldas Images Junction,3.441
p485,12.991607,77.492916,0.3008,0.2011,0.0,Gokaldas Images Junction,5.103
p486,12.991925,77.556376,0.2834,0.171,0.0051,MES Railway Gate,2.65
p487,12.992117,77.544488,0.5039,0.4704,0.0011,MES Railway Gate,3.441
p488,12.992197,77.69955,0.9253,0.9696,0.0481,KR Puram,1.754
p489,12.992411,77.65304,0.5157,0.4206,0.0502,Tin Factory Junction,1.719
p490,12.992898,77.529876,0.8438,0.9228,0.0017,Gokaldas Images Junction,2.997
p491,12.995443,77.637399,0.3547,0.2719,0.0008,Tin Factory Junction,3.355
p492,12.995469,77.693471,0.98,0.9994,0.1229,KR Puram,1.119
p493,12.995473,77.759883,0.2491,0.1292,0.0022,Whitefield / Big Bazaar,3.034
p494,12.995494,77.65085,0.568,0.5087,0.0364,Tin Factory Junction,1.897
p495,12.995619,77.589504,0.1676,0.0187,0.0035,Hudson Circle,2.947
p496,12.995666,77.726277,0.2623,0.1494,0.0002,Whitefield / Big Bazaar,3.847
p497,12.995996,77.644117,0.4749,0.4238,0.007,Tin Factory Junction,2.624
p498,12.996002,77.609474,0.1568,0.009,0.0,Hudson Circle,4.141
p499,12.996104,77.48033,0.1666,0.0222,0.0,Gokaldas Images Junction,6.001
p500,12.996166,77.686027,0.98,0.9832,0.159,KR Puram,1.068
p501,12.996331,77.707975,0.6838,0.684,0.0208,KR Puram,2.173
p502,12.996497,77.595085,0.1649,0.0183,0.0012,Hudson Circle,3.256
p503,12.996761,77.512371,0.7239,0.7641,0.0009,Gokaldas Images Junction,3.203
p504,12.996903,77.743596,0.2516,0.1329,0.0019,Whitefield / Big Bazaar,3.076
p505,12.997093,77.566165,0.2566,0.0982,0.0329,MES Railway Gate,1.77
p506,12.99734,77.546184,0.5816,0.568,0.0056,MES Railway Gate,2.932
p507,12.997872,77.577592,0.2053,0.0433,0.0229,MES Railway Gate,1.97
p508,12.998104,77.678104,0.98,0.9664,0.1948,Tin Factory Junction,1.076
p509,12.998332,77.667332,0.98,0.8684,0.223,Tin Factory Junction,0.218
p510,12.998415,77.658921,0.8459,0.7558,0.1291,Tin Factory Junction,1.037
p511,12.998536,77.490431,0.226,0.1014,0.0,Gokaldas Images Junction,4.905
p512,12.998732,77.552602,0.4708,0.4065,0.0159,MES Railway Gate,2.298
p513,12.999063,77.496877,0.3175,0.2233,0.0,Gokaldas Images Junction,4.274
p514,12.999108,77.751765,0.2232,0.0961,0.0011,Whitefield / Big Bazaar,3.246
p515,12.999127,77.698512,0.9717,0.9392,0.1173,KR Puram,1.129
p516,12.999174,77.538666,0.7968,0.8512,0.0084,Gokaldas Images Junction,2.487
p517,12.999661,77.6059,0.1676,0.0234,0.0001,Hebbal Junction,4.111
p518,12.999769,77.521899,0.8596,0.935,0.0084,Gokaldas Images Junction,2.403
p519,12.99984,77.717969,0.3511,0.2656,0.0019,KR Puram,3.087
p520,13.000291,77.630015,0.2966,0.1954,0.0,Tin Factory Junction,4.173
p521,13.000605,77.528673,0.9144,0.9991,0.0151,Gokaldas Images Junction,2.149
p522,13.000745,77.62252,0.2093,0.079,0.0,Veerannapalya Junction,4.698
p523,13.00407,77.739813,0.1796,0.0393,0.0001,Whitefield / Big Bazaar,3.947
p524,13.004136,77.683866,0.98,0.9545,0.2129,KR Puram,0.672
p525,13.004288,77.663055,0.98,0.9725,0.1334,Tin Factory Junction,1.023
p526,13.004325,77.557552,0.5286,0.4103,0.0709,MES Railway Gate,1.485
p527,13.004331,77.598468,0.2042,0.0706,0.0012,MES Railway Gate,3.441
p528,13.004755,77.586228,0.2446,0.1065,0.0146,MES Railway Gate,2.177
p529,13.004978,77.75818,0.1719,0.0291,0.0001,Whitefield / Big Bazaar,3.99
p530,13.005017,77.735083,0.1741,0.0321,0.0,Whitefield / Big Bazaar,4.217
p531,13.005217,77.637463,0.5341,0.5114,0.0005,Tin Factory Junction,3.478
p532,13.005632,77.574112,0.363,0.1649,0.0894,MES Railway Gate,1.05
p533,13.005813,77.708697,0.5361,0.4775,0.028,KR Puram,2.03
p534,13.005977,77.719759,0.2747,0.1647,0.0012,KR Puram,3.23
p535,13.006435,77.642332,0.6923,0.72,0.0023,Tin Factory Junction,3.02
p536,13.006467,77.481456,0.185,0.0467,0.0,Gokaldas Images Junction,5.474
p537,13.006539,77.610337,0.1983,0.0635,0.0007,Hebbal Junction,3.544
p538,13.006612,77.545954,0.8208,0.8371,0.043,Yeshwanthpur Junction,2.011
p539,13.006625,77.679344,0.98,0.9386,0.1691,KR Puram,1.17
p540,13.006938,77.580312,0.3278,0.17,0.0503,MES Railway Gate,1.494
p541,13.00701,77.505204,0.3523,0.2678,0.0014,Gokaldas Images Junction,3.049
p542,13.00719,77.561063,0.5619,0.3839,0.124,MES Railway Gate,0.989
p543,13.007362,77.773202,0.154,0.0053,0.0,Whitefield / Big Bazaar,4.856
p544,13.007788,77.750335,0.1649,0.0198,0.0,Whitefield / Big Bazaar,4.201
p545,13.007805,77.703255,0.6433,0.5581,0.0747,KR Puram,1.471
p546,13.008002,77.630256,0.3946,0.3261,0.0001,Veerannapalya Junction,4.092
p547,13.008447,77.533214,0.9544,0.9837,0.0666,Gokaldas Images Junction,1.324
p548,13.008453,77.694288,0.8457,0.6805,0.1853,KR Puram,0.602
p549,13.008535,77.727857,0.1821,0.0428,0.0,KR Puram,4.125
p550,13.008623,77.602932,0.2452,0.1226,0.0033,Hebbal Junction,3.073
p551,13.008665,77.667665,0.98,0.9828,0.1009,Tin Factory Junction,1.336
p552,13.009012,77.514807,0.5322,0.485,0.0184,Gokaldas Images Junction,2.048
p553,13.01165,77.489195,0.2713,0.1618,0.0,Gokaldas Images Junction,4.522
p554,13.011748,77.4839,0.2421,0.1228,0.0,Gokaldas Images Junction,5.083
p555,13.011805,77.606711,0.2799,0.1649,0.0062,Hebbal Junction,2.855
p556,13.011845,77.635116,0.5826,0.5765,0.0002,Veerannapalya Junction,3.913
p557,13.011874,77.668796,0.8963,0.9091,0.0645,Tin Factory Junction,1.69
p558,13.01194,77.517222,0.5602,0.4954,0.0386,Gokaldas Images Junction,1.648
p559,13.012207,77.69458,0.6829,0.5206,0.1424,KR Puram,0.939
p560,13.012332,77.70871,0.3875,0.2898,0.0202,KR Puram,2.186
p561,13.012371,77.67867,0.8233,0.7649,0.0997,KR Puram,1.475
p562,13.013339,77.564032,0.7169,0.4801,0.2068,MES Railway Gate,0.432
p563,13.013822,77.643292,0.823,0.896,0.0009,Tin Factory Junction,3.314
p564,13.013907,77.499974,0.4099,0.3457,0.0006,Gokaldas Images Junction,3.326
p565,13.01396,77.661241,0.875,0.9306,0.027,Tin Factory Junction,2.067
p566,13.014126,77.597654,0.3856,0.2865,0.0207,Hebbal Junction,2.398
p567,13.014126,77.686162,0.7081,0.5756,0.1264,KR Puram,1.092
p568,13.014159,77.537664,0.98,0.9758,0.1141,Gokaldas Images Junction,1.053
p569,13.014343,77.530007,0.8875,0.8129,0.1278,Gokaldas Images Junction,0.626
p570,13.014506,77.611408,0.3028,0.1936,0.0076,Hebbal Junction,2.826
p571,13.014543,77.581731,0.5082,0.4027,0.0561,MES Railway Gate,1.499
p572,13.014912,77.726606,0.1721,0.0294,0.0,KR Puram,4.119
p573,13.015733,77.620427,0.3138,0.2138,0.0034,Veerannapalya Junction,3.026
p574,13.015734,77.554622,0.98,0.8267,0.2196,Yeshwanthpur Junction,0.806
p575,13.015775,77.572032,0.7008,0.5244,0.1575,MES Railway Gate,0.534
p576,13.016027,77.587817,0.4984,0.4194,0.0339,MES Railway Gate,2.176
p577,13.016883,77.702212,0.376,0.2498,0.0386,KR Puram,1.866
p578,13.017154,77.524982,0.8167,0.7232,0.1243,Gokaldas Images Junction,0.629
p579,13.017168,77.508162,0.6092,0.6008,0.0086,Gokaldas Images Junction,2.39
p580,13.020411,77.521215,0.886,0.8539,0.0956,Gokaldas Images Junction,0.954
p581,13.020516,77.484491,0.4182,0.3575,0.0,Gokaldas Images Junction,4.937
p582,13.021325,77.715228,0.1944,0.0579,0.001,KR Puram,3.278
p583,13.021362,77.692255,0.3659,0.2322,0.0417,KR Puram,1.826
p584,13.021991,77.569115,0.9306,0.8106,0.1727,MES Railway Gate,1.002
p585,13.022029,77.642576,0.8858,0.9804,0.0005,Veerannapalya Junction,3.533
p586,13.022044,77.49752,0.6185,0.6243,0.0003,Gokaldas Images Junction,3.531
p587,13.022088,77.709486,0.2174,0.0846,0.004,KR Puram,2.835
p588,13.022266,77.541115,0.98,0.9107,0.1689,Gokaldas Images Junction,1.231
p589,13.022747,77.544398,0.98,0.9618,0.2007,Yeshwanthpur Junction,1.042
p590,13.022768,77.588379,0.7666,0.7049,0.0879,Hebbal Junction,1.718
p591,13.022826,77.597644,0.7546,0.637,0.1269,Hebbal Junction,1.436
p592,13.023004,77.563262,0.98,0.8824,0.2567,Yeshwanthpur Junction,1.005
p593,13.023068,77.578153,0.816,0.791,0.0727,MES Railway Gate,1.566
p594,13.023195,77.5296,0.98,0.9361,0.1485,Gokaldas Images Junction,0.356
p595,13.023217,77.512632,0.8442,0.8937,0.0239,Gokaldas Images Junction,1.917
p596,13.023369,77.609373,0.6081,0.5192,0.0687,Hebbal Junction,1.921
p597,13.023476,77.65313,0.8096,0.8785,0.0007,Tin Factory Junction,3.397
p598,13.023586,77.661138,0.6033,0.6016,0.0021,Tin Factory Junction,3.083
p599,13.023603,77.724121,0.1603,0.0137,0.0,KR Puram,4.235
p600,13.024023,77.506395,0.7849,0.8397,0.0051,Gokaldas Images Junction,2.599
p601,13.024129,77.666871,0.5069,0.4716,0.0031,Tin Factory Junction,3.048
p602,13.024417,77.627057,0.6376,0.6272,0.0172,Veerannapalya Junction,2.278
p603,13.024506,77.621047,0.5613,0.507,0.0311,Veerannapalya Junction,2.071
p604,13.02467,77.553814,0.98,0.9909,0.3222,Yeshwanthpur Junction,0.186
p605,13.024884,77.633743,0.7698,0.8171,0.0069,Veerannapalya Junction,2.632
p606,13.024946,77.682593,0.3417,0.2363,0.0145,KR Puram,2.347
p607,13.027901,77.507411,0.8723,0.9563,0.0051,Gokaldas Images Junction,2.601
p608,13.02793,77.593961,0.98,0.8678,0.2297,Hebbal Junction,0.931
p609,13.027942,77.711942,0.1707,0.027,0.0005,KR Puram,3.479
p610,13.029362,77.556945,0.98,0.9991,0.313,Gorguntepalya Junction,0.266
p611,13.02951,77.563438,0.98,0.9995,0.2378,Gorguntepalya Junction,0.956
p612,13.029602,77.5687,0.98,0.9959,0.1478,Gorguntepalya Junction,1.524
p613,13.029639,77.602981,0.98,0.8529,0.2445,Hebbal Junction,0.941
p614,13.029665,77.64601,0.8665,0.9544,0.0007,Veerannapalya Junction,3.377
p615,13.030112,77.653875,0.6908,0.7209,0.0001,Tin Factory Junction,4.022
p616,13.030113,77.530058,0.98,0.9894,0.0883,Gokaldas Images Junction,1.118
p617,13.030495,77.628921,0.8521,0.8793,0.0427,Veerannapalya Junction,1.821
p618,13.030943,77.53988,0.98,0.9803,0.1154,Gokaldas Images Junction,1.616
p619,13.031002,77.724774,0.1525,0.0034,0.0,KR Puram,4.743
p620,13.03122,77.491683,0.8097,0.8796,0.0,Gokaldas Images Junction,4.338
p621,13.031317,77.719241,0.1551,0.0068,0.0,KR Puram,4.305
p622,13.031578,77.61436,0.8909,0.7946,0.145,Veerannapalya Junction,1.323
p623,13.031654,77.578701,0.9719,0.9977,0.0736,Hebbal Junction,2.037
p624,13.031872,77.588358,0.98,0.9847,0.2088,Hebbal Junction,1.033
p625,13.031876,77.667654,0.3187,0.2246,0.0002,KR Puram,3.835
p626,13.032285,77.620926,0.8663,0.802,0.1149,Veerannapalya Junction,1.227
p627,13.032299,77.525729,0.9199,0.9529,0.0553,Gokaldas Images Junction,1.437
p628,13.0325,77.659462,0.4953,0.4603,0.0001,Tin Factory Junction,4.084
p629,13.032823,77.63651,0.9121,0.9953,0.0156,Veerannapalya Junction,2.302
p630,13.033317,77.495774,0.8768,0.9691,0.0001,Gokaldas Images Junction,3.994
p631,13.035888,77.541551,0.8747,0.8537,0.0845,Gorguntepalya Junction,1.649
p632,13.036127,77.563517,0.98,0.9042,0.2131,BEL Circle,0.778
p633,13.036532,77.610012,0.98,0.9728,0.2459,Veerannapalya Junction,1.124
p634,13.036677,77.500708,0.8953,0.9935,0.0002,Gokaldas Images Junction,3.674
p635,13.036957,77.594534,0.98,0.9934,0.3422,Hebbal Junction,0.297
p636,13.037036,77.635451,0.9222,0.9901,0.0296,Veerannapalya Junction,2.005
p637,13.037253,77.658169,0.4525,0.4033,0.0,Veerannapalya Junction,4.404
p638,13.037417,77.617352,0.98,0.9458,0.2115,Veerannapalya Junction,0.621
p639,13.037671,77.642368,0.8418,0.9149,0.0056,Veerannapalya Junction,2.708
p640,13.037675,77.603566,0.98,0.9999,0.3201,Hebbal Junction,0.742
p641,13.03838,77.674703,0.1911,0.0547,0.0001,KR Puram,4.047
p642,13.03914,77.578535,0.8955,0.8925,0.0761,BEL Circle,1.844
p643,13.039397,77.62828,0.98,0.9988,0.1101,Veerannapalya Junction,1.184
p644,13.039601,77.570437,0.8923,0.8287,0.1208,BEL Circle,0.989
p645,13.039702,77.512718,0.7589,0.8087,0.0024,Gokaldas Images Junction,2.874
p646,13.039761,77.547735,0.7931,0.7009,0.1174,Gorguntepalya Junction,1.466
p647,13.039859,77.651271,0.5957,0.5938,0.0003,Veerannapalya Junction,3.626
p648,13.039912,77.531127,0.6823,0.6864,0.0174,Gokaldas Images Junction,2.205
p649,13.039973,77.52267,0.6696,0.6797,0.0098,Gokaldas Images Junction,2.347
p650,13.040527,77.509184,0.7734,0.83,0.0009,Gokaldas Images Junction,3.202
p651,13.040923,77.586684,0.9754,0.8813,0.1645,Hebbal Junction,1.254
p652,13.041102,77.483718,0.899,0.9986,0.0,Gokaldas Images Junction,5.536
p653,13.044137,77.49846,0.7909,0.8545,0.0,Gokaldas Images Junction,4.339
p654,13.04436,77.658382,0.3478,0.2637,0.0,Veerannapalya Junction,4.383
p655,13.044407,77.622543,0.98,0.9842,0.1973,Veerannapalya Junction,0.517
p656,13.044549,77.532801,0.5186,0.4821,0.007,Gokaldas Images Junction,2.731
p657,13.044933,77.516319,0.5573,0.5416,0.0011,Gokaldas Images Junction,3.131
p658,13.044964,77.655085,0.4085,0.3446,0.0001,Veerannapalya Junction,4.029
p659,13.045304,77.612922,0.98,0.9509,0.2283,Veerannapalya Junction,0.607
p660,13.045958,77.50648,0.6476,0.6634,0.0001,Gokaldas Images Junction,3.84
p661,13.046113,77.676768,0.1634,0.0179,0.0,KR Puram,4.767
p662,13.046141,77.578697,0.6665,0.6169,0.0538,BEL Circle,1.844
p663,13.046309,77.564085,0.6764,0.4982,0.1528,BEL Circle,0.43
p664,13.046986,77.554738,0.5747,0.4029,0.1225,BEL Circle,0.903
p665,13.047072,77.574187,0.6226,0.5415,0.0665,BEL Circle,1.397
p666,13.047112,77.646226,0.5329,0.5081,0.0018,Veerannapalya Junction,3.095
p667,13.047221,77.628124,0.9025,0.8587,0.1085,Veerannapalya Junction,1.193
p668,13.047323,77.63609,0.7097,0.7081,0.0286,Veerannapalya Junction,2.02
p669,13.047392,77.520787,0.4331,0.3762,0.001,Gokaldas Images Junction,3.189
p670,13.047647,77.548858,0.486,0.3631,0.0636,BEL Circle,1.515
p671,13.047708,77.682578,0.1537,0.005,0.0,KR Puram,4.791
p672,13.048412,77.595433,0.781,0.6549,0.1398,Hebbal Junction,1.405
p673,13.048429,77.604152,0.8819,0.7663,0.1572,Hebbal Junction,1.597
p674,13.048483,77.538113,0.404,0.3277,0.0082,BEL Circle,2.661
